V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,subj_name,block,card_shown,correct_card,card_chosen_if_perseveration,trial_in_a_sequence,name_of_task,card_shape,card_number,card_color,rt,is_correct,chosen_card,is_error,is_perseverative_error,is_non_perseverative_error,group
64,2,4,5,shape,triangle,4,yellow,1480,1,2,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,4,64,2,4,5,shape,triangle,4,yellow,1480,1,2,0,0,0,hc
36,4,4,6,shape,star,1,yellow,1866,1,4,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,4,36,4,4,6,shape,star,1,yellow,1866,1,4,0,0,0,hc
63,2,1,7,shape,triangle,4,red,1334,1,2,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,4,63,2,1,7,shape,triangle,4,red,1334,1,2,0,0,0,hc
59,2,1,8,shape,triangle,3,red,1100,1,2,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,4,59,2,1,8,shape,triangle,3,red,1100,1,2,0,0,0,hc
20,3,4,9,shape,cross,1,yellow,1867,1,3,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,4,20,3,4,9,shape,cross,1,yellow,1867,1,3,0,0,0,hc
2,1,2,10,shape,circle,1,green,1420,1,1,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,4,2,1,2,10,shape,circle,1,green,1420,1,1,0,0,0,hc
24,2,3,1,number,cross,2,yellow,1468,2,3,1,1,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,24,2,3,1,number,cross,2,yellow,1468,2,3,1,1,0,hc
5,2,1,2,number,circle,2,blue,2773,2,1,1,1,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,5,2,1,2,number,circle,2,blue,2773,2,1,1,1,0,hc
42,3,4,3,number,star,3,green,1363,1,3,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,42,3,4,3,number,star,3,green,1363,1,3,0,0,0,hc
10,3,1,4,number,circle,3,green,2414,1,3,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,10,3,1,4,number,circle,3,green,2414,1,3,0,0,0,hc
29,4,3,5,number,cross,4,blue,2143,1,4,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,29,4,3,5,number,cross,4,blue,2143,1,4,0,0,0,hc
47,4,4,6,number,star,4,red,941,1,4,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,47,4,4,6,number,star,4,red,941,1,4,0,0,0,hc
31,4,3,7,number,cross,4,red,1743,1,4,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,31,4,3,7,number,cross,4,red,1743,1,4,0,0,0,hc
38,2,4,8,number,star,2,green,1206,1,2,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,38,2,4,8,number,star,2,green,1206,1,2,0,0,0,hc
21,2,3,9,number,cross,2,blue,1270,1,2,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,21,2,3,9,number,cross,2,blue,1270,1,2,0,0,0,hc
6,2,1,10,number,circle,2,green,860,1,2,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,5,6,2,1,10,number,circle,2,green,860,1,2,0,0,0,hc
12,4,3,1,color,circle,3,yellow,1336,2,3,1,1,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,12,4,3,1,color,circle,3,yellow,1336,2,3,1,1,0,hc
61,3,4,2,color,triangle,4,blue,8559,1,3,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,61,3,4,2,color,triangle,4,blue,8559,1,3,0,0,0,hc
55,1,2,3,color,triangle,2,red,1762,1,1,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,55,1,2,3,color,triangle,2,red,1762,1,1,0,0,0,hc
41,3,3,4,color,star,3,blue,1582,1,3,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,41,3,3,4,color,star,3,blue,1582,1,3,0,0,0,hc
44,4,3,5,color,star,3,yellow,1431,1,4,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,44,4,3,5,color,star,3,yellow,1431,1,4,0,0,0,hc
4,4,1,6,color,circle,1,yellow,1629,1,4,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,4,4,1,6,color,circle,1,yellow,1629,1,4,0,0,0,hc
60,4,3,7,color,triangle,3,yellow,2189,1,4,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,60,4,3,7,color,triangle,3,yellow,2189,1,4,0,0,0,hc
43,1,3,8,color,star,3,red,1554,1,1,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,43,1,3,8,color,star,3,red,1554,1,1,0,0,0,hc
8,4,2,9,color,circle,2,yellow,2218,1,4,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,8,4,2,9,color,circle,2,yellow,2218,1,4,0,0,0,hc
18,2,1,10,color,cross,1,green,1603,1,2,0,0,0,wcst_eds1.2021-05-23-1214.data.4d12759b-0d6a-4c6d-b05c-afe31ced1414.txt,6,18,2,1,10,color,cross,1,green,1603,1,2,0,0,0,hc
40,4,0,1,shape,star,2,yellow,2262,2,2,1,0,1,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,40,4,0,1,shape,star,2,yellow,2262,2,2,1,0,1,ri
35,4,0,2,shape,star,1,red,1466,2,1,1,0,1,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,35,4,0,2,shape,star,1,red,1466,2,1,1,0,1,ri
52,2,0,3,shape,triangle,1,yellow,1604,2,3,1,0,1,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,52,2,0,3,shape,triangle,1,yellow,1604,2,3,1,0,1,ri
34,4,0,4,shape,star,1,green,1295,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,34,4,0,4,shape,star,1,green,1295,1,4,0,0,0,ri
33,4,0,5,shape,star,1,blue,1775,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,33,4,0,5,shape,star,1,blue,1775,1,4,0,0,0,ri
1,1,0,6,shape,circle,1,blue,689,2,4,1,0,1,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,1,1,0,6,shape,circle,1,blue,689,2,4,1,0,1,ri
39,4,0,7,shape,star,2,red,2362,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,39,4,0,7,shape,star,2,red,2362,1,4,0,0,0,ri
7,1,0,8,shape,circle,2,red,1511,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,7,1,0,8,shape,circle,2,red,1511,1,1,0,0,0,ri
56,2,0,9,shape,triangle,2,yellow,1245,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,56,2,0,9,shape,triangle,2,yellow,1245,1,2,0,0,0,ri
14,1,0,10,shape,circle,4,green,1997,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,1,14,1,0,10,shape,circle,4,green,1997,1,1,0,0,0,ri
62,4,2,1,number,triangle,4,green,1006,2,2,1,1,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,62,4,2,1,number,triangle,4,green,1006,2,2,1,1,0,ri
58,3,2,2,number,triangle,3,green,1648,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,58,3,2,2,number,triangle,3,green,1648,1,3,0,0,0,ri
26,3,3,3,number,cross,3,green,1588,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,26,3,3,3,number,cross,3,green,1588,1,3,0,0,0,ri
30,4,3,4,number,cross,4,green,1939,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,30,4,3,4,number,cross,4,green,1939,1,4,0,0,0,ri
50,1,2,5,number,triangle,1,green,1951,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,50,1,2,5,number,triangle,1,green,1951,1,1,0,0,0,ri
17,1,3,6,number,cross,1,blue,1136,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,17,1,3,6,number,cross,1,blue,1136,1,1,0,0,0,ri
11,3,1,7,number,circle,3,red,1228,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,11,3,1,7,number,circle,3,red,1228,1,3,0,0,0,ri
53,2,2,8,number,triangle,2,blue,1417,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,53,2,2,8,number,triangle,2,blue,1417,1,2,0,0,0,ri
16,4,1,9,number,circle,4,yellow,1531,2,1,1,1,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,16,4,1,9,number,circle,4,yellow,1531,2,1,1,1,0,ri
37,2,4,10,number,star,2,blue,1414,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,2,37,2,4,10,number,star,2,blue,1414,1,2,0,0,0,ri
46,2,4,1,color,star,4,green,1731,2,4,1,1,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,46,2,4,1,color,star,4,green,1731,2,4,1,1,0,ri
45,3,4,2,color,star,4,blue,3228,2,4,1,1,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,45,3,4,2,color,star,4,blue,3228,2,4,1,1,0,ri
27,1,3,3,color,cross,3,red,1174,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,27,1,3,3,color,cross,3,red,1174,1,1,0,0,0,ri
15,1,4,4,color,circle,4,red,1113,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,15,1,4,4,color,circle,4,red,1113,1,1,0,0,0,ri
19,1,1,5,color,cross,1,red,746,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,19,1,1,5,color,cross,1,red,746,1,1,0,0,0,ri
57,3,3,6,color,triangle,3,blue,1138,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,57,3,3,6,color,triangle,3,blue,1138,1,3,0,0,0,ri
22,2,2,7,color,cross,2,green,1601,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,22,2,2,7,color,cross,2,green,1601,1,2,0,0,0,ri
49,3,1,8,color,triangle,1,blue,1051,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,49,3,1,8,color,triangle,1,blue,1051,1,3,0,0,0,ri
51,1,1,9,color,triangle,1,red,1114,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,51,1,1,9,color,triangle,1,red,1114,1,1,0,0,0,ri
13,3,4,10,color,circle,4,blue,1709,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,3,13,3,4,10,color,circle,4,blue,1709,1,3,0,0,0,ri
32,3,4,1,shape,cross,4,yellow,2907,2,4,1,1,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,32,3,4,1,shape,cross,4,yellow,2907,2,4,1,1,0,ri
28,3,4,2,shape,cross,3,yellow,1147,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,28,3,4,2,shape,cross,3,yellow,1147,1,3,0,0,0,ri
23,3,1,3,shape,cross,2,red,1523,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,23,3,1,3,shape,cross,2,red,1523,1,3,0,0,0,ri
9,1,3,4,shape,circle,3,blue,1312,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,9,1,3,4,shape,circle,3,blue,1312,1,1,0,0,0,ri
64,2,4,5,shape,triangle,4,yellow,3514,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,64,2,4,5,shape,triangle,4,yellow,3514,1,2,0,0,0,ri
36,4,4,6,shape,star,1,yellow,1761,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,36,4,4,6,shape,star,1,yellow,1761,1,4,0,0,0,ri
63,2,1,7,shape,triangle,4,red,2511,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,63,2,1,7,shape,triangle,4,red,2511,1,2,0,0,0,ri
59,2,1,8,shape,triangle,3,red,1241,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,59,2,1,8,shape,triangle,3,red,1241,1,2,0,0,0,ri
20,3,4,9,shape,cross,1,yellow,1511,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,20,3,4,9,shape,cross,1,yellow,1511,1,3,0,0,0,ri
2,1,2,10,shape,circle,1,green,1022,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,4,2,1,2,10,shape,circle,1,green,1022,1,1,0,0,0,ri
24,2,3,1,number,cross,2,yellow,1610,2,3,1,1,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,24,2,3,1,number,cross,2,yellow,1610,2,3,1,1,0,ri
5,2,1,2,number,circle,2,blue,1396,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,5,2,1,2,number,circle,2,blue,1396,1,2,0,0,0,ri
42,3,4,3,number,star,3,green,1668,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,42,3,4,3,number,star,3,green,1668,1,3,0,0,0,ri
10,3,1,4,number,circle,3,green,1231,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,10,3,1,4,number,circle,3,green,1231,1,3,0,0,0,ri
29,4,3,5,number,cross,4,blue,2349,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,29,4,3,5,number,cross,4,blue,2349,1,4,0,0,0,ri
47,4,4,6,number,star,4,red,939,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,47,4,4,6,number,star,4,red,939,1,4,0,0,0,ri
31,4,3,7,number,cross,4,red,1927,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,31,4,3,7,number,cross,4,red,1927,1,4,0,0,0,ri
38,2,4,8,number,star,2,green,1945,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,38,2,4,8,number,star,2,green,1945,1,2,0,0,0,ri
21,2,3,9,number,cross,2,blue,625,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,21,2,3,9,number,cross,2,blue,625,1,2,0,0,0,ri
6,2,1,10,number,circle,2,green,702,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,5,6,2,1,10,number,circle,2,green,702,1,2,0,0,0,ri
12,4,3,1,color,circle,3,yellow,1222,2,3,1,1,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,12,4,3,1,color,circle,3,yellow,1222,2,3,1,1,0,ri
61,3,4,2,color,triangle,4,blue,1259,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,61,3,4,2,color,triangle,4,blue,1259,1,3,0,0,0,ri
55,1,2,3,color,triangle,2,red,1519,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,55,1,2,3,color,triangle,2,red,1519,1,1,0,0,0,ri
41,3,3,4,color,star,3,blue,902,1,3,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,41,3,3,4,color,star,3,blue,902,1,3,0,0,0,ri
44,4,3,5,color,star,3,yellow,1284,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,44,4,3,5,color,star,3,yellow,1284,1,4,0,0,0,ri
4,4,1,6,color,circle,1,yellow,1224,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,4,4,1,6,color,circle,1,yellow,1224,1,4,0,0,0,ri
60,4,3,7,color,triangle,3,yellow,768,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,60,4,3,7,color,triangle,3,yellow,768,1,4,0,0,0,ri
43,1,3,8,color,star,3,red,1062,1,1,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,43,1,3,8,color,star,3,red,1062,1,1,0,0,0,ri
8,4,2,9,color,circle,2,yellow,1167,1,4,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,8,4,2,9,color,circle,2,yellow,1167,1,4,0,0,0,ri
18,2,1,10,color,cross,1,green,1307,1,2,0,0,0,wcst_eds1.2020-12-04-1936.data.93ff4132-d516-48b8-891e-b9e1c5546be3.txt,6,18,2,1,10,color,cross,1,green,1307,1,2,0,0,0,ri
40,4,0,1,shape,star,2,yellow,2181,1,4,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,40,4,0,1,shape,star,2,yellow,2181,1,4,0,0,0,ri
35,4,0,2,shape,star,1,red,4519,1,4,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,35,4,0,2,shape,star,1,red,4519,1,4,0,0,0,ri
52,2,0,3,shape,triangle,1,yellow,2442,1,2,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,52,2,0,3,shape,triangle,1,yellow,2442,1,2,0,0,0,ri
34,4,0,4,shape,star,1,green,1920,1,4,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,34,4,0,4,shape,star,1,green,1920,1,4,0,0,0,ri
33,4,0,5,shape,star,1,blue,1499,2,3,1,0,1,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,33,4,0,5,shape,star,1,blue,1499,2,3,1,0,1,ri
1,1,0,6,shape,circle,1,blue,1454,1,1,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,1,1,0,6,shape,circle,1,blue,1454,1,1,0,0,0,ri
39,4,0,7,shape,star,2,red,1431,1,4,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,39,4,0,7,shape,star,2,red,1431,1,4,0,0,0,ri
7,1,0,8,shape,circle,2,red,1200,1,1,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,7,1,0,8,shape,circle,2,red,1200,1,1,0,0,0,ri
56,2,0,9,shape,triangle,2,yellow,1110,1,2,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,56,2,0,9,shape,triangle,2,yellow,1110,1,2,0,0,0,ri
14,1,0,10,shape,circle,4,green,1706,1,1,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,1,14,1,0,10,shape,circle,4,green,1706,1,1,0,0,0,ri
62,4,2,1,number,triangle,4,green,966,2,2,1,1,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,62,4,2,1,number,triangle,4,green,966,2,2,1,1,0,ri
58,3,2,2,number,triangle,3,green,1813,1,3,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,58,3,2,2,number,triangle,3,green,1813,1,3,0,0,0,ri
26,3,3,3,number,cross,3,green,1788,1,3,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,26,3,3,3,number,cross,3,green,1788,1,3,0,0,0,ri
30,4,3,4,number,cross,4,green,2287,1,4,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,30,4,3,4,number,cross,4,green,2287,1,4,0,0,0,ri
50,1,2,5,number,triangle,1,green,1754,1,1,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,50,1,2,5,number,triangle,1,green,1754,1,1,0,0,0,ri
17,1,3,6,number,cross,1,blue,1090,1,1,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,17,1,3,6,number,cross,1,blue,1090,1,1,0,0,0,ri
11,3,1,7,number,circle,3,red,3630,1,3,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,11,3,1,7,number,circle,3,red,3630,1,3,0,0,0,ri
53,2,2,8,number,triangle,2,blue,993,1,2,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,53,2,2,8,number,triangle,2,blue,993,1,2,0,0,0,ri
16,4,1,9,number,circle,4,yellow,1819,1,4,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,16,4,1,9,number,circle,4,yellow,1819,1,4,0,0,0,ri
37,2,4,10,number,star,2,blue,986,1,2,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,2,37,2,4,10,number,star,2,blue,986,1,2,0,0,0,ri
46,2,4,1,color,star,4,green,1564,2,4,1,1,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,46,2,4,1,color,star,4,green,1564,2,4,1,1,0,ri
45,3,4,2,color,star,4,blue,957,1,3,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,45,3,4,2,color,star,4,blue,957,1,3,0,0,0,ri
27,1,3,3,color,cross,3,red,2377,1,1,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,27,1,3,3,color,cross,3,red,2377,1,1,0,0,0,ri
15,1,4,4,color,circle,4,red,831,1,1,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,15,1,4,4,color,circle,4,red,831,1,1,0,0,0,ri
19,1,1,5,color,cross,1,red,759,1,1,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,19,1,1,5,color,cross,1,red,759,1,1,0,0,0,ri
57,3,3,6,color,triangle,3,blue,3048,1,3,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,57,3,3,6,color,triangle,3,blue,3048,1,3,0,0,0,ri
22,2,2,7,color,cross,2,green,1377,1,2,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,22,2,2,7,color,cross,2,green,1377,1,2,0,0,0,ri
49,3,1,8,color,triangle,1,blue,1349,1,3,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,49,3,1,8,color,triangle,1,blue,1349,1,3,0,0,0,ri
51,1,1,9,color,triangle,1,red,1638,1,1,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,51,1,1,9,color,triangle,1,red,1638,1,1,0,0,0,ri
13,3,4,10,color,circle,4,blue,2142,2,4,1,1,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,3,13,3,4,10,color,circle,4,blue,2142,2,4,1,1,0,ri
32,3,4,1,shape,cross,4,yellow,1647,2,4,1,1,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,4,32,3,4,1,shape,cross,4,yellow,1647,2,4,1,1,0,ri
28,3,4,2,shape,cross,3,yellow,1225,1,3,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,4,28,3,4,2,shape,cross,3,yellow,1225,1,3,0,0,0,ri
23,3,1,3,shape,cross,2,red,1531,1,3,0,0,0,wcst_eds1.2020-12-07-1019.data.fe445f16-daee-4e38-b212-3b258d480d96.txt,4,23,3,1,3,shape,cross,2,red,1531,1,3,0,0,0,ri
