V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,subj_name,block,card_shown,correct_card,card_chosen_if_perseveration,trial_in_a_sequence,name_of_task,card_shape,card_number,card_color,rt,is_correct,chosen_card,is_error,is_perseverative_error,is_non_perseverative_error
63,2,1,7,shape,triangle,4,red,1495,1,2,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,4,63,2,1,7,shape,triangle,4,red,1495,1,2,0,0,0
59,2,1,8,shape,triangle,3,red,2573,1,2,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,4,59,2,1,8,shape,triangle,3,red,2573,1,2,0,0,0
20,3,4,9,shape,cross,1,yellow,2025,1,3,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,4,20,3,4,9,shape,cross,1,yellow,2025,1,3,0,0,0
2,1,2,10,shape,circle,1,green,1164,1,1,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,4,2,1,2,10,shape,circle,1,green,1164,1,1,0,0,0
24,2,3,1,number,cross,2,yellow,2148,2,3,1,1,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,24,2,3,1,number,cross,2,yellow,2148,2,3,1,1,0
5,2,1,2,number,circle,2,blue,1171,1,2,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,5,2,1,2,number,circle,2,blue,1171,1,2,0,0,0
42,3,4,3,number,star,3,green,2161,1,3,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,42,3,4,3,number,star,3,green,2161,1,3,0,0,0
10,3,1,4,number,circle,3,green,1424,1,3,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,10,3,1,4,number,circle,3,green,1424,1,3,0,0,0
29,4,3,5,number,cross,4,blue,1734,1,4,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,29,4,3,5,number,cross,4,blue,1734,1,4,0,0,0
47,4,4,6,number,star,4,red,1100,1,4,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,47,4,4,6,number,star,4,red,1100,1,4,0,0,0
31,4,3,7,number,cross,4,red,2559,1,4,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,31,4,3,7,number,cross,4,red,2559,1,4,0,0,0
38,2,4,8,number,star,2,green,1688,1,2,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,38,2,4,8,number,star,2,green,1688,1,2,0,0,0
21,2,3,9,number,cross,2,blue,1489,1,2,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,21,2,3,9,number,cross,2,blue,1489,1,2,0,0,0
6,2,1,10,number,circle,2,green,1046,1,2,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,5,6,2,1,10,number,circle,2,green,1046,1,2,0,0,0
12,4,3,1,color,circle,3,yellow,1828,2,3,1,1,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,12,4,3,1,color,circle,3,yellow,1828,2,3,1,1,0
61,3,4,2,color,triangle,4,blue,1413,1,3,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,61,3,4,2,color,triangle,4,blue,1413,1,3,0,0,0
55,1,2,3,color,triangle,2,red,1260,1,1,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,55,1,2,3,color,triangle,2,red,1260,1,1,0,0,0
41,3,3,4,color,star,3,blue,1873,1,3,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,41,3,3,4,color,star,3,blue,1873,1,3,0,0,0
44,4,3,5,color,star,3,yellow,1872,1,4,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,44,4,3,5,color,star,3,yellow,1872,1,4,0,0,0
4,4,1,6,color,circle,1,yellow,1311,1,4,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,4,4,1,6,color,circle,1,yellow,1311,1,4,0,0,0
60,4,3,7,color,triangle,3,yellow,864,1,4,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,60,4,3,7,color,triangle,3,yellow,864,1,4,0,0,0
43,1,3,8,color,star,3,red,1248,1,1,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,43,1,3,8,color,star,3,red,1248,1,1,0,0,0
8,4,2,9,color,circle,2,yellow,2073,1,4,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,8,4,2,9,color,circle,2,yellow,2073,1,4,0,0,0
18,2,1,10,color,cross,1,green,1789,1,2,0,0,0,wcst_eds1.2021-03-17-1756.data.d3187fa6-2dee-4a6d-88f1-e715da34a827.txt,6,18,2,1,10,color,cross,1,green,1789,1,2,0,0,0
40,4,0,1,shape,star,2,yellow,5918,2,1,1,0,1,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,40,4,0,1,shape,star,2,yellow,5918,2,1,1,0,1
35,4,0,2,shape,star,1,red,5735,2,1,1,0,1,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,35,4,0,2,shape,star,1,red,5735,2,1,1,0,1
52,2,0,3,shape,triangle,1,yellow,4440,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,52,2,0,3,shape,triangle,1,yellow,4440,1,2,0,0,0
34,4,0,4,shape,star,1,green,1642,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,34,4,0,4,shape,star,1,green,1642,1,4,0,0,0
33,4,0,5,shape,star,1,blue,1706,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,33,4,0,5,shape,star,1,blue,1706,1,4,0,0,0
1,1,0,6,shape,circle,1,blue,1163,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,1,1,0,6,shape,circle,1,blue,1163,1,1,0,0,0
39,4,0,7,shape,star,2,red,1409,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,39,4,0,7,shape,star,2,red,1409,1,4,0,0,0
7,1,0,8,shape,circle,2,red,1228,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,7,1,0,8,shape,circle,2,red,1228,1,1,0,0,0
56,2,0,9,shape,triangle,2,yellow,1232,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,56,2,0,9,shape,triangle,2,yellow,1232,1,2,0,0,0
14,1,0,10,shape,circle,4,green,1759,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,1,14,1,0,10,shape,circle,4,green,1759,1,1,0,0,0
62,4,2,1,number,triangle,4,green,1306,2,2,1,1,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,62,4,2,1,number,triangle,4,green,1306,2,2,1,1,0
58,3,2,2,number,triangle,3,green,1073,2,2,1,1,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,58,3,2,2,number,triangle,3,green,1073,2,2,1,1,0
26,3,3,3,number,cross,3,green,1376,1,3,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,26,3,3,3,number,cross,3,green,1376,1,3,0,0,0
30,4,3,4,number,cross,4,green,1506,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,30,4,3,4,number,cross,4,green,1506,1,4,0,0,0
50,1,2,5,number,triangle,1,green,1217,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,50,1,2,5,number,triangle,1,green,1217,1,1,0,0,0
17,1,3,6,number,cross,1,blue,1256,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,17,1,3,6,number,cross,1,blue,1256,1,1,0,0,0
11,3,1,7,number,circle,3,red,2653,1,3,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,11,3,1,7,number,circle,3,red,2653,1,3,0,0,0
53,2,2,8,number,triangle,2,blue,2149,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,53,2,2,8,number,triangle,2,blue,2149,1,2,0,0,0
16,4,1,9,number,circle,4,yellow,2004,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,16,4,1,9,number,circle,4,yellow,2004,1,4,0,0,0
37,2,4,10,number,star,2,blue,1444,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,2,37,2,4,10,number,star,2,blue,1444,1,2,0,0,0
46,2,4,1,color,star,4,green,1481,2,4,1,1,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,46,2,4,1,color,star,4,green,1481,2,4,1,1,0
45,3,4,2,color,star,4,blue,1303,2,4,1,1,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,45,3,4,2,color,star,4,blue,1303,2,4,1,1,0
27,1,3,3,color,cross,3,red,1092,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,27,1,3,3,color,cross,3,red,1092,1,1,0,0,0
15,1,4,4,color,circle,4,red,846,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,15,1,4,4,color,circle,4,red,846,1,1,0,0,0
19,1,1,5,color,cross,1,red,903,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,19,1,1,5,color,cross,1,red,903,1,1,0,0,0
57,3,3,6,color,triangle,3,blue,1054,1,3,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,57,3,3,6,color,triangle,3,blue,1054,1,3,0,0,0
22,2,2,7,color,cross,2,green,1031,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,22,2,2,7,color,cross,2,green,1031,1,2,0,0,0
49,3,1,8,color,triangle,1,blue,1265,2,1,1,1,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,49,3,1,8,color,triangle,1,blue,1265,2,1,1,1,0
51,1,1,9,color,triangle,1,red,2722,2,2,1,0,1,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,51,1,1,9,color,triangle,1,red,2722,2,2,1,0,1
13,3,4,10,color,circle,4,blue,2870,1,3,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,3,13,3,4,10,color,circle,4,blue,2870,1,3,0,0,0
32,3,4,1,shape,cross,4,yellow,1421,2,4,1,1,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,32,3,4,1,shape,cross,4,yellow,1421,2,4,1,1,0
28,3,4,2,shape,cross,3,yellow,1943,1,3,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,28,3,4,2,shape,cross,3,yellow,1943,1,3,0,0,0
23,3,1,3,shape,cross,2,red,1445,2,2,1,0,1,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,23,3,1,3,shape,cross,2,red,1445,2,2,1,0,1
9,1,3,4,shape,circle,3,blue,1963,2,3,1,1,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,9,1,3,4,shape,circle,3,blue,1963,2,3,1,1,0
64,2,4,5,shape,triangle,4,yellow,1481,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,64,2,4,5,shape,triangle,4,yellow,1481,1,2,0,0,0
36,4,4,6,shape,star,1,yellow,1978,2,3,1,0,1,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,36,4,4,6,shape,star,1,yellow,1978,2,3,1,0,1
63,2,1,7,shape,triangle,4,red,2334,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,63,2,1,7,shape,triangle,4,red,2334,1,2,0,0,0
59,2,1,8,shape,triangle,3,red,2022,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,59,2,1,8,shape,triangle,3,red,2022,1,2,0,0,0
20,3,4,9,shape,cross,1,yellow,2478,1,3,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,20,3,4,9,shape,cross,1,yellow,2478,1,3,0,0,0
2,1,2,10,shape,circle,1,green,1391,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,4,2,1,2,10,shape,circle,1,green,1391,1,1,0,0,0
24,2,3,1,number,cross,2,yellow,359,2,1,1,0,1,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,24,2,3,1,number,cross,2,yellow,359,2,1,1,0,1
5,2,1,2,number,circle,2,blue,1687,2,1,1,1,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,5,2,1,2,number,circle,2,blue,1687,2,1,1,1,0
42,3,4,3,number,star,3,green,1546,2,2,1,0,1,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,42,3,4,3,number,star,3,green,1546,2,2,1,0,1
10,3,1,4,number,circle,3,green,1357,2,2,1,0,1,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,10,3,1,4,number,circle,3,green,1357,2,2,1,0,1
29,4,3,5,number,cross,4,blue,1475,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,29,4,3,5,number,cross,4,blue,1475,1,4,0,0,0
47,4,4,6,number,star,4,red,1297,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,47,4,4,6,number,star,4,red,1297,1,4,0,0,0
31,4,3,7,number,cross,4,red,1754,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,31,4,3,7,number,cross,4,red,1754,1,4,0,0,0
38,2,4,8,number,star,2,green,1189,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,38,2,4,8,number,star,2,green,1189,1,2,0,0,0
21,2,3,9,number,cross,2,blue,781,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,21,2,3,9,number,cross,2,blue,781,1,2,0,0,0
6,2,1,10,number,circle,2,green,748,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,5,6,2,1,10,number,circle,2,green,748,1,2,0,0,0
12,4,3,1,color,circle,3,yellow,1554,2,3,1,1,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,12,4,3,1,color,circle,3,yellow,1554,2,3,1,1,0
61,3,4,2,color,triangle,4,blue,1664,1,3,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,61,3,4,2,color,triangle,4,blue,1664,1,3,0,0,0
55,1,2,3,color,triangle,2,red,1265,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,55,1,2,3,color,triangle,2,red,1265,1,1,0,0,0
41,3,3,4,color,star,3,blue,1225,1,3,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,41,3,3,4,color,star,3,blue,1225,1,3,0,0,0
44,4,3,5,color,star,3,yellow,1343,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,44,4,3,5,color,star,3,yellow,1343,1,4,0,0,0
4,4,1,6,color,circle,1,yellow,1252,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,4,4,1,6,color,circle,1,yellow,1252,1,4,0,0,0
60,4,3,7,color,triangle,3,yellow,1206,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,60,4,3,7,color,triangle,3,yellow,1206,1,4,0,0,0
43,1,3,8,color,star,3,red,1130,1,1,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,43,1,3,8,color,star,3,red,1130,1,1,0,0,0
8,4,2,9,color,circle,2,yellow,1418,1,4,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,8,4,2,9,color,circle,2,yellow,1418,1,4,0,0,0
18,2,1,10,color,cross,1,green,1118,1,2,0,0,0,wcst_eds1.2021-03-17-1840.data.31d6ab27-1850-4795-915d-f7e77c923a90.txt,6,18,2,1,10,color,cross,1,green,1118,1,2,0,0,0
40,4,0,1,shape,star,2,yellow,2862,1,4,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,40,4,0,1,shape,star,2,yellow,2862,1,4,0,0,0
35,4,0,2,shape,star,1,red,2351,1,4,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,35,4,0,2,shape,star,1,red,2351,1,4,0,0,0
52,2,0,3,shape,triangle,1,yellow,1665,1,2,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,52,2,0,3,shape,triangle,1,yellow,1665,1,2,0,0,0
34,4,0,4,shape,star,1,green,1603,1,4,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,34,4,0,4,shape,star,1,green,1603,1,4,0,0,0
33,4,0,5,shape,star,1,blue,1321,1,4,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,33,4,0,5,shape,star,1,blue,1321,1,4,0,0,0
1,1,0,6,shape,circle,1,blue,1981,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,1,1,0,6,shape,circle,1,blue,1981,1,1,0,0,0
39,4,0,7,shape,star,2,red,1562,1,4,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,39,4,0,7,shape,star,2,red,1562,1,4,0,0,0
7,1,0,8,shape,circle,2,red,1361,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,7,1,0,8,shape,circle,2,red,1361,1,1,0,0,0
56,2,0,9,shape,triangle,2,yellow,1319,1,2,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,56,2,0,9,shape,triangle,2,yellow,1319,1,2,0,0,0
14,1,0,10,shape,circle,4,green,1873,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,1,14,1,0,10,shape,circle,4,green,1873,1,1,0,0,0
62,4,2,1,number,triangle,4,green,1298,2,2,1,1,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,62,4,2,1,number,triangle,4,green,1298,2,2,1,1,0
58,3,2,2,number,triangle,3,green,2425,2,2,1,1,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,58,3,2,2,number,triangle,3,green,2425,2,2,1,1,0
26,3,3,3,number,cross,3,green,1294,1,3,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,26,3,3,3,number,cross,3,green,1294,1,3,0,0,0
30,4,3,4,number,cross,4,green,2770,2,3,1,1,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,30,4,3,4,number,cross,4,green,2770,2,3,1,1,0
50,1,2,5,number,triangle,1,green,1557,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,50,1,2,5,number,triangle,1,green,1557,1,1,0,0,0
17,1,3,6,number,cross,1,blue,1630,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,17,1,3,6,number,cross,1,blue,1630,1,1,0,0,0
11,3,1,7,number,circle,3,red,1679,1,3,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,11,3,1,7,number,circle,3,red,1679,1,3,0,0,0
53,2,2,8,number,triangle,2,blue,1806,1,2,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,53,2,2,8,number,triangle,2,blue,1806,1,2,0,0,0
16,4,1,9,number,circle,4,yellow,1796,1,4,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,16,4,1,9,number,circle,4,yellow,1796,1,4,0,0,0
37,2,4,10,number,star,2,blue,1748,1,2,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,2,37,2,4,10,number,star,2,blue,1748,1,2,0,0,0
46,2,4,1,color,star,4,green,1782,2,4,1,1,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,46,2,4,1,color,star,4,green,1782,2,4,1,1,0
45,3,4,2,color,star,4,blue,2424,2,4,1,1,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,45,3,4,2,color,star,4,blue,2424,2,4,1,1,0
27,1,3,3,color,cross,3,red,1384,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,27,1,3,3,color,cross,3,red,1384,1,1,0,0,0
15,1,4,4,color,circle,4,red,1772,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,15,1,4,4,color,circle,4,red,1772,1,1,0,0,0
19,1,1,5,color,cross,1,red,1846,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,19,1,1,5,color,cross,1,red,1846,1,1,0,0,0
57,3,3,6,color,triangle,3,blue,2774,1,3,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,57,3,3,6,color,triangle,3,blue,2774,1,3,0,0,0
22,2,2,7,color,cross,2,green,2462,1,2,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,22,2,2,7,color,cross,2,green,2462,1,2,0,0,0
49,3,1,8,color,triangle,1,blue,2435,1,3,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,49,3,1,8,color,triangle,1,blue,2435,1,3,0,0,0
51,1,1,9,color,triangle,1,red,2799,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,51,1,1,9,color,triangle,1,red,2799,1,1,0,0,0
13,3,4,10,color,circle,4,blue,1939,1,3,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,3,13,3,4,10,color,circle,4,blue,1939,1,3,0,0,0
32,3,4,1,shape,cross,4,yellow,2173,2,4,1,1,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,4,32,3,4,1,shape,cross,4,yellow,2173,2,4,1,1,0
28,3,4,2,shape,cross,3,yellow,4482,2,2,1,0,1,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,4,28,3,4,2,shape,cross,3,yellow,4482,2,2,1,0,1
23,3,1,3,shape,cross,2,red,991,2,1,1,1,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,4,23,3,1,3,shape,cross,2,red,991,2,1,1,1,0
9,1,3,4,shape,circle,3,blue,1719,1,1,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,4,9,1,3,4,shape,circle,3,blue,1719,1,1,0,0,0
64,2,4,5,shape,triangle,4,yellow,1950,1,2,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,4,64,2,4,5,shape,triangle,4,yellow,1950,1,2,0,0,0
36,4,4,6,shape,star,1,yellow,3398,1,4,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,4,36,4,4,6,shape,star,1,yellow,3398,1,4,0,0,0
63,2,1,7,shape,triangle,4,red,2171,1,2,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,4,63,2,1,7,shape,triangle,4,red,2171,1,2,0,0,0
59,2,1,8,shape,triangle,3,red,1478,1,2,0,0,0,wcst_eds1.2021-03-17-1852.data.129b592f-7180-410b-8a3b-04405a0bb6a7.txt,4,59,2,1,8,shape,triangle,3,red,1478,1,2,0,0,0
